File ID,File Name,Web View URL,MIME Type,Modified Date,Folder Path
"1MxZHUKxPf1AUMtA9KQu56kiSp-zJGOUA","Case Study Slide Library - Copilot, DSO, RMM, Ally","https://drive.google.com/file/d/1MxZHUKxPf1AUMtA9KQu56kiSp-zJGOUA/view?usp=drivesdk","application/vnd.google-apps.shortcut","2026-03-02T22:11:25.252Z","AllyAI Agents/Shelf Agent"
"1CC-B__TvXDKGL4DNbqv0M1XECvibD6wT","Case Study Slide Library - Copilot, DSO, RMM, Ally","https://drive.google.com/file/d/1CC-B__TvXDKGL4DNbqv0M1XECvibD6wT/view?usp=drivesdk","application/vnd.google-apps.shortcut","2026-03-02T22:02:23.752Z","AllyAI Agents/Media Agent"
"1AKgrmgU_a3wvFJPsMfhjshmIIDURdtxEnfnRuyOSYOE","Case Study Slide Library - Copilot, DSO, RMM, Ally","https://docs.google.com/presentation/d/1AKgrmgU_a3wvFJPsMfhjshmIIDURdtxEnfnRuyOSYOE/edit?usp=drivesdk","application/vnd.google-apps.presentation","2026-03-12T21:26:07.093Z","Case Studies"
"1oe5hjcvUGKF7ipy7sjr2O6L3DZ_OxmVBWm2WewhuNgI","CategoryIQ-IndustryReport-StuffedToys","https://docs.google.com/presentation/d/1oe5hjcvUGKF7ipy7sjr2O6L3DZ_OxmVBWm2WewhuNgI/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-11-20T14:36:16.520Z","Industry Reports"
"1MvIYRCK1Efz24iB7NP-hMqogwNbGYpCM","CategoryIQ-IndustryReport-StuffedToys.pdf","https://drive.google.com/file/d/1MvIYRCK1Efz24iB7NP-hMqogwNbGYpCM/view?usp=drivesdk","application/pdf","2024-10-11T19:03:31.522Z","Industry Reports"
"15La8cmLEDmQJwjjMvpAyhBbgtKwLTlvL","CategoryIQ-IndustryReport-StuffedToys.pptx","https://docs.google.com/presentation/d/15La8cmLEDmQJwjjMvpAyhBbgtKwLTlvL/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.openxmlformats-officedocument.presentationml.presentation","2024-10-11T19:04:04.455Z","Industry Reports"
"1IRVGj4pNK_gKw2G495ocxfz45DR9oh6h6CagWeZ4hZg","chargeguard by Carbon6 Competitive Overview","https://docs.google.com/document/d/1IRVGj4pNK_gKw2G495ocxfz45DR9oh6h6CagWeZ4hZg/edit?usp=drivesdk","application/vnd.google-apps.document","2024-04-25T18:52:05.594Z","Competitive Intelligence/Other"
"1Wmw4Z9dfIqxyluqdgCvlXvt0KxWhMqH8mjVvdUHWh08","Choosing ESM over Pacvue Commerce","https://docs.google.com/presentation/d/1Wmw4Z9dfIqxyluqdgCvlXvt0KxWhMqH8mjVvdUHWh08/edit?usp=drivesdk","application/vnd.google-apps.presentation","2024-03-06T01:09:41.643Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"1AynzGDXQmOqGd0snkWGKgX3CyAglve2ICpt-LsDbh8U","Chorus Recording Link","https://docs.google.com/document/d/1AynzGDXQmOqGd0snkWGKgX3CyAglve2ICpt-LsDbh8U/edit?usp=drivesdk","application/vnd.google-apps.document","2025-10-15T19:42:12.417Z","Trainings/Expert IQ"
"1wMavFD7tjcvb37I3miYzeHQVR9AJfMf-","CIQ Mutual NDA - Sales/BD use.pdf","https://drive.google.com/file/d/1wMavFD7tjcvb37I3miYzeHQVR9AJfMf-/view?usp=drivesdk","application/pdf","2026-03-12T19:19:23.687Z","AllyAI Agents/Sales Team Contracts/Documents"
"1Hnc_yja2Rm14oQnC2xR9FK9PxVsCwQvN","CIQ Platform Third Party Access Agreement.docx","https://docs.google.com/document/d/1Hnc_yja2Rm14oQnC2xR9FK9PxVsCwQvN/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.openxmlformats-officedocument.wordprocessingml.document","2026-03-12T19:21:50.377Z","AllyAI Agents/Sales Team Contracts/Documents"
"16L5AhQkqBwMaeMauO_hbyPrD6SM4zdrk","CIQ Service Level Agreement.pdf","https://drive.google.com/file/d/16L5AhQkqBwMaeMauO_hbyPrD6SM4zdrk/view?usp=drivesdk","application/pdf","2025-06-10T17:10:07.000Z","AllyAI Agents/Sales Team Contracts/Documents"
"1G2MUHoPVMo3tJXliK9k6ykslIA_XOA4w","CIQ Subscription Master Service Agreement (standard MSA).docx","https://docs.google.com/document/d/1G2MUHoPVMo3tJXliK9k6ykslIA_XOA4w/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.openxmlformats-officedocument.wordprocessingml.document","2026-03-12T19:15:24.000Z","AllyAI Agents/Sales Team Contracts/Documents"
"1N104zHKOyxJY8514tLasaPRwyoENHoeM","CIQ Support Maintenance Packages (Standard and Enterprise).docx","https://docs.google.com/document/d/1N104zHKOyxJY8514tLasaPRwyoENHoeM/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.openxmlformats-officedocument.wordprocessingml.document","2026-03-12T19:21:01.324Z","AllyAI Agents/Sales Team Contracts/Documents"
"1n7O4sdZBnk5K_JFQSJ2ea5mTqPXC40Mk","CIQ_PMF_Signal_Report_Mar3-9_2026.pdf","https://drive.google.com/file/d/1n7O4sdZBnk5K_JFQSJ2ea5mTqPXC40Mk/view?usp=drivesdk","application/pdf","2026-03-10T20:39:24.509Z","PMF Reports"
"1UvrqNqH79UC77DtfpV4FveNEfQEStcyt","CommerceIQ Sales Agent Messaging Framework.docx","https://docs.google.com/document/d/1UvrqNqH79UC77DtfpV4FveNEfQEStcyt/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.openxmlformats-officedocument.wordprocessingml.document","2026-03-12T23:06:49.424Z","AllyAI Agents/Sales Agent"
"1XAB1UbXwg2k47o339A7Cbix8Fo2aqJr5","CommerceIQ-2025-Year-in-review-The State of-Retail-Ecommerce-report-Lookback.pdf","https://drive.google.com/file/d/1XAB1UbXwg2k47o339A7Cbix8Fo2aqJr5/view?usp=drivesdk","application/pdf","2026-02-13T07:23:40.000Z","Industry Reports"
"1Bo9_-x9N3eCU9FahS4E3NfSFyJyh6gPw","CommerceIQ-AI Retail-Survey- Report-2026.pdf","https://drive.google.com/file/d/1Bo9_-x9N3eCU9FahS4E3NfSFyJyh6gPw/view?usp=drivesdk","application/pdf","2026-03-03T16:59:24.105Z","Industry Reports"
"1l-vCwZQ9xrK-lg6dZ9ZbjPyVPxMLiQUQ1fjP0RAhzgw","CommerceIQ-CategoryIQ-Hair-Styling-April-2025","https://docs.google.com/presentation/d/1l-vCwZQ9xrK-lg6dZ9ZbjPyVPxMLiQUQ1fjP0RAhzgw/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-11-20T14:35:55.073Z","Industry Reports"
"16bbDjWvpCFnALXPc0LXV_Iu9UvdRxCvG","CommerceIQ-CategoryIQ-Hair-Styling-April-2025.pdf","https://drive.google.com/file/d/16bbDjWvpCFnALXPc0LXV_Iu9UvdRxCvG/view?usp=drivesdk","application/pdf","2025-04-08T15:28:47.000Z","Industry Reports"
"1AAi6a2H0gbV5sbAOH9gIsNbJ3aJyQ4yo","CommerceIQ-CategoryIQ-Hair-Styling-April-2025.ppt","https://docs.google.com/presentation/d/1AAi6a2H0gbV5sbAOH9gIsNbJ3aJyQ4yo/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.ms-powerpoint","2025-11-17T18:34:59.155Z","Industry Reports"
"14JbaX-O_evmuIo_FYZ7gmCJsNBZkRMPa9dKeV-BlHQ0","CommerceIQ-CategoryIQ-Liquid-Body-Wash-April-2025","https://docs.google.com/presentation/d/14JbaX-O_evmuIo_FYZ7gmCJsNBZkRMPa9dKeV-BlHQ0/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-11-20T14:35:40.023Z","Industry Reports"
"1gO-qQV2-r-5LDNDNhUVcaPp1eufWIXEM","CommerceIQ-CategoryIQ-Liquid-Body-Wash-April-2025.pdf","https://drive.google.com/file/d/1gO-qQV2-r-5LDNDNhUVcaPp1eufWIXEM/view?usp=drivesdk","application/pdf","2025-04-09T15:36:27.000Z","Industry Reports"
"1afaiqvl7qlHFeXQv3EHnoqZX84KmGrJj","CommerceIQ-CategoryIQ-Liquid-Body-Wash-April-2025.ppt","https://docs.google.com/presentation/d/1afaiqvl7qlHFeXQv3EHnoqZX84KmGrJj/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.ms-powerpoint","2025-11-17T18:34:59.691Z","Industry Reports"
"13o95ZN7b287KQbJ4qogNlaB6kLpM_S4H","CommerceIQ-ContentStyleGuide.pdf","https://drive.google.com/file/d/13o95ZN7b287KQbJ4qogNlaB6kLpM_S4H/view?usp=drivesdk","application/pdf","2025-12-11T17:20:43.172Z","CIQ Brand"
"1dQ4Ui4qMXCW-gJ-c-oGwjwxHe41p0ePnSrdaIDTUbGo","CommerceIQ-Prime-Big-Deal-Days-2025-Report","https://docs.google.com/presentation/d/1dQ4Ui4qMXCW-gJ-c-oGwjwxHe41p0ePnSrdaIDTUbGo/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-11-20T14:44:25.923Z","Industry Reports"
"1RyKXbYklU3OcTm0alar_IzX2uHNe0YIi","CommerceIQ-Prime-Big-Deal-Days-2025-Report.pdf","https://drive.google.com/file/d/1RyKXbYklU3OcTm0alar_IzX2uHNe0YIi/view?usp=drivesdk","application/pdf","2025-11-20T14:56:08.000Z","Industry Reports"
"1-q2LxrtTOooTbU3guxAK8RjUXSqKxt1ZeoDtnhIrzZA","CommerceIQ-Prime-Day-2024-Insights","https://docs.google.com/presentation/d/1-q2LxrtTOooTbU3guxAK8RjUXSqKxt1ZeoDtnhIrzZA/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-11-20T14:23:06.260Z","Industry Reports"
"1gXwcgETSHMJJ92fy_DUbqlc8ptNWnLtQ","CommerceIQ-Prime-Day-2024-Insights.pdf","https://drive.google.com/file/d/1gXwcgETSHMJJ92fy_DUbqlc8ptNWnLtQ/view?usp=drivesdk","application/pdf","2024-07-18T20:30:35.000Z","Industry Reports"
"1rWLpj4L8K0r5ytSIjgmc2hG03dKWlsYB","CommerceIQ-Prime-Day-2024-Insights.pptx","https://docs.google.com/presentation/d/1rWLpj4L8K0r5ytSIjgmc2hG03dKWlsYB/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.openxmlformats-officedocument.presentationml.presentation","2024-07-18T20:30:40.000Z","Industry Reports"
"1iy4dRWKUOY-97vb00f9hDXszQ74XBQkreNICPMD5JBw","CommerceIQ-Quarterly-Industry-Trends-2025-Q1-report-April-2025-va","https://docs.google.com/presentation/d/1iy4dRWKUOY-97vb00f9hDXszQ74XBQkreNICPMD5JBw/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-11-20T14:22:51.248Z","Industry Reports"
"17VOXTliCjYnNviFvggfi2Hlpf5a6KsbY","CommerceIQ-Quarterly-Industry-Trends-2025-Q1-report-April-2025-va.pdf","https://drive.google.com/file/d/17VOXTliCjYnNviFvggfi2Hlpf5a6KsbY/view?usp=drivesdk","application/pdf","2025-04-29T15:26:20.000Z","Industry Reports"
"1CZOJDBebSOl62I2MfkIrqqG1K9JRW8qs","CommerceIQ-Quarterly-Industry-Trends-2025-Q1-report-April-2025-va.pptx","https://docs.google.com/presentation/d/1CZOJDBebSOl62I2MfkIrqqG1K9JRW8qs/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.openxmlformats-officedocument.presentationml.presentation","2025-04-29T15:25:04.000Z","Industry Reports"
"15fZ6UceIo5E4FUnpd5QOIQcJGIwVPvjQ3XK-lZyIjWM","CommerceIQ-Quarterly-Industry-Trends-2025-Q3-report-Sept-2025-va","https://docs.google.com/presentation/d/15fZ6UceIo5E4FUnpd5QOIQcJGIwVPvjQ3XK-lZyIjWM/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-11-20T14:43:30.578Z","Industry Reports"
"1DlVgZ7L64Ui_G9AS1lv-YdjY7gf59rnR","CommerceIQ-The-State-of-retail-Ecommerce-Q3-2025-report-Sept-va.pdf","https://drive.google.com/file/d/1DlVgZ7L64Ui_G9AS1lv-YdjY7gf59rnR/view?usp=drivesdk","application/pdf","2025-11-20T15:16:57.322Z","Industry Reports"
"1ANNJCUP8it3vnUY5-5WPnf-BHU9LUB01nPvjqfDfBe8","Competition - Comparison Across Products","https://docs.google.com/presentation/d/1ANNJCUP8it3vnUY5-5WPnf-BHU9LUB01nPvjqfDfBe8/edit?usp=drivesdk","application/vnd.google-apps.presentation","2023-06-01T22:48:26.243Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"1HRjFsZMuSaYpiTZJaBUskplFvOO6mOYkeh9dbwS8dNU","Competitive Comparisons","https://docs.google.com/presentation/d/1HRjFsZMuSaYpiTZJaBUskplFvOO6mOYkeh9dbwS8dNU/edit?usp=drivesdk","application/vnd.google-apps.presentation","2024-07-25T21:35:45.328Z","Competitive Intelligence/Competitive Battlecards"
"10IBSw-YGlYVC5z-7_X5oCde5ZArdPanDm65Eiky52rc","Comprehensive Prime Day Report July 2024","https://docs.google.com/presentation/d/10IBSw-YGlYVC5z-7_X5oCde5ZArdPanDm65Eiky52rc/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-11-20T14:22:40.862Z","Industry Reports"
"1-HYxEn_UcVhsOgUnpZMoX7p9RGPXiNAG","Comprehensive Prime Day Report July 2024.pdf","https://drive.google.com/file/d/1-HYxEn_UcVhsOgUnpZMoX7p9RGPXiNAG/view?usp=drivesdk","application/pdf","2024-08-14T16:22:29.179Z","Industry Reports"
"1-FqxMV410Y-R0IJHxfAWT1JtOJay97gX","Comprehensive Prime Day Report July 2024.pptx","https://docs.google.com/presentation/d/1-FqxMV410Y-R0IJHxfAWT1JtOJay97gX/edit?usp=drivesdk&ouid=118049293918336601246&rtpof=true&sd=true","application/vnd.openxmlformats-officedocument.presentationml.presentation","2024-08-14T16:22:28.161Z","Industry Reports"
"1k65CnPFcC4C4Xn4WupAX11scdADL1BYHQlA3t_RTpR4","Content Agent FAQ","https://docs.google.com/document/d/1k65CnPFcC4C4Xn4WupAX11scdADL1BYHQlA3t_RTpR4/edit?usp=drivesdk","application/vnd.google-apps.document","2025-12-12T00:27:00.360Z","AllyAI Agents/Content Agent"
"1RQIltQVN7XE4uEUHziILcqDtpqHkEkDbjH22KRknIeU","Content Agent Messaging Framework","https://docs.google.com/document/d/1RQIltQVN7XE4uEUHziILcqDtpqHkEkDbjH22KRknIeU/edit?usp=drivesdk","application/vnd.google-apps.document","2026-03-02T22:45:12.809Z","AllyAI Agents/Content Agent"
"1JtVl-TJ1-2QUl0CLVzes_YZYDGZGd86AJlHVnPvhso0","Content Agent Training Deck","https://docs.google.com/presentation/d/1JtVl-TJ1-2QUl0CLVzes_YZYDGZGd86AJlHVnPvhso0/edit?usp=drivesdk","application/vnd.google-apps.presentation","2026-02-04T05:15:18.630Z","Trainings/Agentic Platform/Content Agent"
"15kb2FWqu0mRFP8ad9Ir2ku5_X6q6L7sf","Copy of Case Study Slide Library - Copilot, DSO, RMM, Ally","https://drive.google.com/file/d/15kb2FWqu0mRFP8ad9Ir2ku5_X6q6L7sf/view?usp=drivesdk","application/vnd.google-apps.shortcut","2026-03-02T22:10:56.357Z","AllyAI Agents/Content Agent"
"1BTz7QR3-K14x2mArm6T8IlSRr1apepq8","Copy of Case Study Slide Library - Copilot, DSO, RMM, Ally","https://drive.google.com/file/d/1BTz7QR3-K14x2mArm6T8IlSRr1apepq8/view?usp=drivesdk","application/vnd.google-apps.shortcut","2026-03-02T22:11:08.738Z","AllyAI Agents/Sales Agent"
"1VT92b_iG7yNa_CaAMG3NoDurIgGDLKFzRqxt2k2sI20","Data Impact Comparison","https://docs.google.com/presentation/d/1VT92b_iG7yNa_CaAMG3NoDurIgGDLKFzRqxt2k2sI20/edit?usp=drivesdk","application/vnd.google-apps.presentation","2023-07-21T19:25:00.350Z","Competitive Intelligence/Legacy Battle Cards & Comparisons (for reference)"
"1jckmA_8JEEwTzxVWg9KlGV98YwgyDNi7crNZ4HKp-ys","Databricks Competitive Comparison & Overview","https://docs.google.com/document/d/1jckmA_8JEEwTzxVWg9KlGV98YwgyDNi7crNZ4HKp-ys/edit?usp=drivesdk","application/vnd.google-apps.document","2024-05-21T20:48:38.699Z","Competitive Intelligence/Other"
"13uwOSAVOPNJALbyX3givIDoAdRi987o48V_iUfQ8_Qg","Demo_Content Agent","https://docs.google.com/document/d/13uwOSAVOPNJALbyX3givIDoAdRi987o48V_iUfQ8_Qg/edit?usp=drivesdk","application/vnd.google-apps.document","2026-03-02T21:57:52.349Z","AllyAI Agents/Content Agent"
"1_Pgat_9rcuve3EmEJNVzOfQ5pyuzEGCIgcCPp1OOMlY","Demo_Sales Agent Script","https://docs.google.com/document/d/1_Pgat_9rcuve3EmEJNVzOfQ5pyuzEGCIgcCPp1OOMlY/edit?usp=drivesdk","application/vnd.google-apps.document","2026-03-12T21:18:32.987Z","AllyAI Agents/Sales Agent"
"1tVVxqblqjbN-NwxXdz-HUwxlvoR0Yp9AgH1xH46DKL8","Dexi Competitive Overview","https://docs.google.com/document/d/1tVVxqblqjbN-NwxXdz-HUwxlvoR0Yp9AgH1xH46DKL8/edit?usp=drivesdk","application/vnd.google-apps.document","2024-05-13T14:43:46.619Z","Competitive Intelligence/Other"
"1xuKZj_eU0Lh0eJf7YcVhBuPGycK93UUmZ8pq722pmqQ","Digital Shelf Optimization - Competitive Intelligence","https://docs.google.com/presentation/d/1xuKZj_eU0Lh0eJf7YcVhBuPGycK93UUmZ8pq722pmqQ/edit?usp=drivesdk","application/vnd.google-apps.presentation","2025-10-16T20:20:57.219Z","Competitive Intelligence/Competitive Battlecards"
"1HrSDLMR717Y25Bir8aqUf6xq7o5PvCL2SAahBm9rpsA","Dimetyd Battle Card (Updated Dec 23)","https://docs.google.com/presentation/d/1HrSDLMR717Y25Bir8aqUf6xq7o5PvCL2SAahBm9rpsA/edit?usp=drivesdk","application/vnd.google-apps.presentation","2024-01-22T16:50:53.909Z","Competitive Intelligence/Competitive Battlecards"
"1AYVPJ-9FI2Tn_A1m4J49YwzHFogiiFU2","DSO Product Description_v2.1_Jul2025_INTERNAL","https://drive.google.com/file/d/1AYVPJ-9FI2Tn_A1m4J49YwzHFogiiFU2/view?usp=drivesdk","application/vnd.google-apps.shortcut","2026-03-02T22:13:21.048Z","AllyAI Agents/Shelf Agent"
"1nmzdRQLvuUUsVg9YefmjRxavjlxY_wiJPr7ECrVb8Fo","DSO Product Description_v2.1_Jul2025_INTERNAL","https://docs.google.com/document/d/1nmzdRQLvuUUsVg9YefmjRxavjlxY_wiJPr7ECrVb8Fo/edit?usp=drivesdk","application/vnd.google-apps.document","2026-03-02T22:11:32.507Z","AllyAI Agents/Shelf Agent"
"1-zzCjM-Sm4UGwxPVw4Mnx9ueDXkmKrt5","DSO_Automated Product Tagging Process","https://drive.google.com/file/d/1-zzCjM-Sm4UGwxPVw4Mnx9ueDXkmKrt5/view?usp=drivesdk","application/vnd.google-apps.shortcut","2025-11-07T23:13:38.167Z","Trainings/DSO"
"1frAmBGgMM6jnnNOKou8wRvAO234h2Zi1","DSO_Release Notes: Auto Product Tagging (Internal)","https://drive.google.com/file/d/1frAmBGgMM6jnnNOKou8wRvAO234h2Zi1/view?usp=drivesdk","application/vnd.google-apps.shortcut","2025-11-07T23:13:55.744Z","Trainings/DSO"
"1_l8U7aqQ-wpRgJcG_2pUquRSCH_R0l26nzd4qks7Rkc","Expert Insights FAQ - Internal","https://docs.google.com/document/d/1_l8U7aqQ-wpRgJcG_2pUquRSCH_R0l26nzd4qks7Rkc/edit?usp=drivesdk","application/vnd.google-apps.document","2025-10-06T16:47:21.108Z","Trainings/Expert IQ"
"1x0EnJT04my13Ug6EaB6tZsoTAgm-B2RSZ8bAbCANuGo","ExpertIQ Training Deck Internal","https://docs.google.com/presentation/d/1x0EnJT04my13Ug6EaB6tZsoTAgm-B2RSZ8bAbCANuGo/edit?usp=drivesdk","application/vnd.google-apps.presentation","2026-02-13T11:43:23.168Z","Trainings/Expert IQ"
"1fzWmkrGyBidwiC8ckT80ZUpfjJGV8Uul","ExpertIQ-Datasheet.pdf","https://drive.google.com/file/d/1fzWmkrGyBidwiC8ckT80ZUpfjJGV8Uul/view?usp=drivesdk","application/pdf","2025-10-06T16:56:49.890Z","Trainings/Expert IQ"
"1dvFn0dg_IphiLRNTMMuljNhZ2lMEKGebDxoRILMObE0","First Call & Content Agent Certification","https://docs.google.com/presentation/d/1dvFn0dg_IphiLRNTMMuljNhZ2lMEKGebDxoRILMObE0/edit?usp=drivesdk","application/vnd.google-apps.presentation","2026-03-04T03:34:05.993Z","Trainings"
